hour,day_of_week,is_weekend,time_since_last,events_last_hour,avg_interval_last_hour,minutes_until_next
21,2,0,0.4166666666666667,84.0,0.5373015873015873,0.4166666666666667
21,2,0,0.4166666666666667,85.0,0.5358823529411765,0.5333333333333333
21,2,0,0.5333333333333333,86.0,0.5358527131782946,0.38333333333333336
21,2,0,0.38333333333333336,87.0,0.5340996168582376,0.016666666666666666
21,2,0,0.016666666666666666,88.0,0.528219696969697,0.8333333333333334
21,2,0,0.8333333333333334,89.0,0.5316479400749065,0.05
21,2,0,0.05,90.0,0.5262962962962963,0.2
21,2,0,0.2,91.0,0.5227106227106227,0.4166666666666667
21,2,0,0.4166666666666667,92.0,0.5215579710144927,0.65
21,2,0,0.65,93.0,0.5229390681003584,0.7166666666666667
21,2,0,0.7166666666666667,94.0,0.525,0.75
